institution_name,oclc_symbol,street_address,country_name,opac_url
Angelo State University Library,ANG,"2025 S Johnson St., San Angelo, TX",United States,http://www.worldcat.org/wcpa/oclc/258442591?page=frame&url=https%3A%2F%2Fphl.angelo.edu%2Fvwebv%2Fsearch%3FsearchCode1%3DISBN%26searchType%3D2%26argType1%3Dany%26searchArg1%3D0892640278%26checksum%3D918a117f50dcd963be63b7c228df2482&title=Angelo+State+University+Library&linktype=opac&detail=ANG%3AAngelo+State+University+Library%3AAcademic Library&app=wcapi&id=OCPSB-
University of North Alabama,ANO,"1 Harrison Plaza, UNA Box 5028, Florence, AL",United States,http://www.worldcat.org/wcpa/oclc/55590864?page=frame&url=http%3A%2F%2Fsierra-app.una.edu%2Fsearch%2F%3Fsearchtype%3Di%26searcharg%3D0892640340%26checksum%3Dc071a896a3abc3700bef26b61dd53daa&title=University+of+North+Alabama&linktype=opac&detail=ANO%3AUniversity+of+North+Alabama%3AAcademic Library&app=wcapi&id=OCPSB-
Anoka-Ramsey Community College,ANR,"Library, 11200 Mississippi Blvd NW, Coon Rapids, MN",United States,http://www.worldcat.org/wcpa/oclc/21035179?page=frame&url=http%3A%2F%2Fmnpals.anokaramsey.edu.acccbrproxy.mnpals.net%2FF%2F%3Ffunc%3Dfind-b%26find_code%3DISBN%26request%3D0231030037%26checksum%3D7452069318102e5a395089ab5f30c958&title=Anoka-Ramsey+Community+College&linktype=opac&detail=ANR%3AAnoka-Ramsey+Community+College%3AAcademic Library&app=wcapi&id=OCPSB-
Antioch University Library,ANTCH,"900 Dayton Street, Yellow Springs, OH",United States,http://www.worldcat.org/wcpa/oclc/644312454?page=frame&url=https%3A%2F%2Fantioch.on.worldcat.org%2Fsearch%3FdatabaseList%3D%26queryString%3Dno%253A3841701%26checksum%3D0504cbe15283cb3db3d259151665622c&title=Antioch+University+Library&linktype=opac&detail=ANTCH%3AAntioch+University+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Australian National University,ANV,"JB Chifley Building (Number 15), Canberra, AU-CT",Australia,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Flibrary.anu.edu.au%2F%26checksum%3De08fa9c396dc79810afd4591dfab46c2&title=Australian+National+University&linktype=opac&detail=ANV%3AAustralian+National+University%3AAcademic Library&app=wcapi&id=OCPSB-
Joliet Junior College,AP8,"Joliet Junior College Library, 1215 Houbolt Rd, Joliet, IL",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=https%3A%2F%2Fi-share.carli.illinois.edu%2Fvf-jol%2FSearch%2FResults%3Flookfor%3D9780472086771%26checksum%3Da54a4d6080e481432d8517f680e9acf3&title=Joliet+Junior+College&linktype=opac&detail=AP8%3AJoliet+Junior+College%3AAcademic Library&app=wcapi&id=OCPSB-
ACT Library and Information Service,APACT,"Act Libr & Info Serv,  Esd, 25 Blaxland Cres, Griffith ACT",Australia,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=http%3A%2F%2Fwww.librarycatalogue.act.gov.au%2Fipac20%2Fipac.jsp%3Findex%3DISBNEX%26profile%3Dvl%26term%3D0472969005%26checksum%3D1818e79dfcd202ff5dea40abb9de8d51&title=ACT+Library+and+Information+Service&linktype=opac&detail=APACT%3AACT+Library+and+Information+Service%3APublic Library&app=wcapi&id=OCPSB-
"Fort Bragg, John L. Throckmorton Library",APB,"Throckmorton Libr, Bldg 1-3346 Randolph St, Ft Bragg, NC",United States,http://www.worldcat.org/wcpa/oclc/636713848?page=frame&url=https%3A%2F%2Fmylibraryus.armybiznet.com%2Fsearch%2F%3Fsearchscope%3D19%26searchtype%3Di%26searcharg%3D9780520054677%26checksum%3D3c6fe63d3ae60de5a8bad3285a7bdb67&title=Fort+Bragg%2C+John+L.+Throckmorton+Library&linktype=opac&detail=APB%3AFort+Bragg%2C+John+L.+Throckmorton+Library%3AGovernment Library (except State or National Library)&app=wcapi&id=OCPSB-
"Fort Carson, Grant Library",APE,"1637 Flint ST, Bldg 1528, Fort Carson, CO",United States,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=http%3A%2F%2Fmylibraryus.armybiznet.com%2Fsearch%2F%3Fsearchscope%3D22%26searchtype%3Di%26searcharg%3D0691056455%26checksum%3D1d8c67eabce46bb4802a998c3a6350cc&title=Fort+Carson%2C+Grant+Library&linktype=opac&detail=APE%3AFort+Carson%2C+Grant+Library%3AGovernment Library (except State or National Library)&app=wcapi&id=OCPSB-
Pine Bluff/Jefferson County Public Library,APJ,"200 E 8th Ave, Pine Bluff, AR",United States,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=https%3A%2F%2Fpbjcl.tlcdelivers.com%3A8080%2F%3Fconfig%3Ddefault%23section%3Dhome67901%26checksum%3D8ef387affe92d632e43ad19f4c721f0f&title=Pine+Bluff%2FJefferson+County+Public+Library&linktype=opac&detail=APJ%3APine+Bluff%2FJefferson+County+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
State Library of Tasmania,APTAS,"91 Murray Street, Hobart, AU-TS",Australia,http://www.worldcat.org/wcpa/oclc/748683698?page=frame&url=https%3A%2F%2Flinctas.ent.sirsidynix.net.au%2Fclient%2Fen_AU%2Flibrary%2Fsearch%2Fresults%3Fqu%3DISBN%3A9780198154396%26checksum%3D1d01f3996ce41746a4b1f59d5d284ddc&title=State+Library+of+Tasmania&linktype=opac&detail=APTAS%3AState+Library+of+Tasmania%3AState or National Library&app=wcapi&id=OCPSB-
Universiti Malaysia Sabah,APUMS,"Jalan UMS, Kota Kinabalu",Malaysia,http://www.worldcat.org/wcpa/oclc/1005843341?page=frame&url=http%3A%2F%2Fwebvirtua.ums.edu.my%2Fsearch%2Fquery%3Ffield_1%3Disbn%26term_1%3DISBN_DIGI0892641568%26checksum%3Dcebd559d0efb94f3798ca12707883582&title=Universiti+Malaysia+Sabah&linktype=opac&detail=APUMS%3AUniversiti+Malaysia+Sabah%3AAcademic Library&app=wcapi&id=OCPSB-
State Library of Victoria,APVIC,"328 Swanston Street, Melbourne, AU-VI",Australia,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fsearch.slv.vic.gov.au%2Fprimo_library%2Flibweb%2Faction%2Fsearch.do%3Ffn%3Dsearch%26ct%3Dsearch%26vid%3DMAIN%26vl%28freeText0%29%3D9780472086771%26checksum%3D62d0d069be0d41dc1cdf836afec820ae&title=State+Library+of+Victoria&linktype=opac&detail=APVIC%3AState+Library+of+Victoria%3AState or National Library&app=wcapi&id=OCPSB-
White Sands Missile Range,APY,"Building 464, White Sands Missile Range, NM",United States,
Arlington Public Library,AR9,"101 West Abram Street, Arlington, TX",United States,http://www.worldcat.org/wcpa/oclc/760664295?page=frame&url=http%3A%2F%2Fpolarisweb.arlingtonlibrary.org%2FPolaris%2Fsearch%2Fsearchresults.aspx%3Fctx%3D1.1033.0.0.3%26type%3DKeyword%26by%3DISBN%26term%3D9780520016996%26checksum%3Dddaf2da7180fb14e3fe1a0dfd35de385&title=Arlington+Public+Library&linktype=opac&detail=AR9%3AArlington+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
Pentagon Library,ARL,"Washington Headquarters Services, 1155 Defense Pentagon, Washington, DC",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=https%3A%2F%2Fp94008.eos-intl.net%2FP94008%2FOPAC%2FSearch%2FAdvancedSearch.aspx%3F9780472086771%26checksum%3D12266a05b7b877f4aaf469fe2b44c67a&title=Pentagon+Library&linktype=opac&detail=ARL%3APentagon+Library%3AGovernment Library (except State or National Library)&app=wcapi&id=OCPSB-
Arkansas State University-Beebe,AS4,"1000 West Iowa Street, P. O. Box 1000, Beebe, AR",United States,http://www.worldcat.org/wcpa/oclc/654398992?page=frame&url=https%3A%2F%2Fabingtonlibrary2.asub.edu%3A8480%2F%23section%3Dsearch%26term%3Disbn%3A0520057341%26checksum%3D659650a31c06917652a0ed5dbfe705dc&title=Arkansas+State+University-Beebe&linktype=opac&detail=AS4%3AArkansas+State+University-Beebe%3AAcademic Library&app=wcapi&id=OCPSB-
Southern Arkansas University,ASA,"100 East University, 100 E University, Magnolia, AR",United States,http://www.worldcat.org/wcpa/oclc/557641560?page=frame&url=http%3A%2F%2Fsaul.sirsi.net%2Fuhtbin%2Fcgisirsi%2Fx%2F0%2F0%2F5%2F%3Fsearchdata1%3D9780892640423%26checksum%3Dde4aee80f8655d00464caeccdbaec564&title=Southern+Arkansas+University&linktype=opac&detail=ASA%3ASouthern+Arkansas+University%3AAcademic Library&app=wcapi&id=OCPSB-
Lyon College,ASB,"Mabee-Simpson Library, 2300 Highland Rd, Batesville, AR",United States,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=https%3A%2F%2Flyon.on.worldcat.org%2Fdiscovery%26checksum%3Da2f614c91e3cacfcde4549b6622ff7b2&title=Lyon+College&linktype=opac&detail=ASB%3ALyon+College%3AAcademic Library&app=wcapi&id=OCPSB-
Ashland University,ASC,"509 College Avenue, Ashland, OH",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Flibrary.ashland.edu%2Fsearch%2F%3Fsearchtype%3Di%26searcharg%3D9780472086771%26checksum%3Dac5e858efd4ec684418617ae87ae4e4c&title=Ashland+University&linktype=opac&detail=ASC%3AAshland+University%3AAcademic Library&app=wcapi&id=OCPSB-
Spring Hill College,ASH,"Burke Mem Libr, 4000 Dauphin St, Mobile, AL",United States,http://www.worldcat.org/wcpa/oclc/243778529?page=frame&url=http%3A%2F%2Fshclibrary.worldcat.org%2F%3Fq%3Disbn9780816506569%26checksum%3D5c6882d6c58187558a655dcec682510e&title=Spring+Hill+College&linktype=opac&detail=ASH%3ASpring+Hill+College%3AAcademic Library&app=wcapi&id=OCPSB-
National Park College Library,ASJ,"101 College Drive, Hot Springs, AR",United States,http://www.worldcat.org/wcpa/oclc/260061129?page=frame&url=http%3A%2F%2Fnpcc.tlcdelivers.com%3A8080%2F%3Fconfig%3Dysm%23section%3Dhome%26checksum%3De2ad3364d929e51a1944326c64106517&title=National+Park+College+Library&linktype=opac&detail=ASJ%3ANational+Park+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
University of the Ozarks,ASK,"415 North College Avenue, Clarksville, AR",United States,http://www.worldcat.org/wcpa/oclc/644275984?page=frame&url=http%3A%2F%2Finsigniasoftware.com%2Fozarks%2FSearch.aspx%26checksum%3D451fd21e4f01f32664d793a9d641e62e&title=University+of+the+Ozarks&linktype=opac&detail=ASK%3AUniversity+of+the+Ozarks%3AAcademic Library&app=wcapi&id=OCPSB-
Philander Smith College Library,ASQ,"900 Daisy Bates  Drive, Little Rock, AR",United States,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2FP94013.eos-intl.net%2FP94013%2Fsearch%2FAdvancedSearch.aspx%3FselectField1%3DIS%26txtSearch1%3DXXXXXXXXXX9780520018068%26checksum%3Dd47ca26e321dd215b3ee10247a786382&title=Philander+Smith+College+Library&linktype=opac&detail=ASQ%3APhilander+Smith+College+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Arkansas State University,ASU,"322 University Loop Circle, State University, AR",United States,http://www.worldcat.org/wcpa/oclc/44461841?page=frame&url=http%3A%2F%2Fdbellis.library.astate.edu%2Fvwebv%2Fsearch%3FsearchCode1%3DISBN%26searchType%3D2%26argType1%3Dany%26searchArg1%3D9780472086771%26checksum%3D945a9c2f91dd7e80ab4df1b02753f1b5&title=Arkansas+State+University&linktype=opac&detail=ASU%3AArkansas+State+University%3AAcademic Library&app=wcapi&id=OCPSB-
University of Arkansas - Fort Smith,ASZ,"813 N. Waldron (South of Grand), P.O. Box 3649, Fort Smith, AR",United States,http://www.worldcat.org/wcpa/oclc/806338736?page=frame&url=https%3A%2F%2Flibcat.uafs.edu%2Fsearch%2F%3Fsearchtype%3Di%26searcharg%3D089264902X%26checksum%3Df0fcf0d506751ae03d6722b18f5371c4&title=University+of+Arkansas+-+Fort+Smith&linktype=opac&detail=ASZ%3AUniversity+of+Arkansas+-+Fort+Smith%3AAcademic Library&app=wcapi&id=OCPSB-
Armidale Regional Council Libraries,ATARM,"182 Rusden Street, Armidale, AU-NS",Australia,http://www.worldcat.org/wcpa/oclc/634577590?page=frame&url=http%3A%2F%2Fwebopac.newengland.nsw.gov.au%2FLibero%2FWebOpac.cls%26checksum%3De24ae2e8c24f94e321bc762d9ac2d80e&title=Armidale+Regional+Council+Libraries&linktype=opac&detail=ATARM%3AArmidale+Regional+Council+Libraries%3APublic Library&app=wcapi&id=OCPSB-
Art Gallery of New South Wales,ATASW,"Art Gallery Rd, The Domain, Sydney",Australia,
Avondale Coll-Sydney Campus,ATAVC,"528 Freemans Dr, Po Box 19, Cooranbong Nsw",Australia,http://www.worldcat.org/wcpa/oclc/832586171?page=frame&url=http%3A%2F%2Fbonza.unilinc.edu.au%2FF%2F%3Ffunc%3Dfind-b%26find_code%3DISBN%26request%3D0226206319%26checksum%3D88684aea61ed77d33cf4d171905ae95b&title=Avondale+Coll-Sydney+Campus&linktype=opac&detail=ATAVC%3AAvondale+Coll-Sydney+Campus%3AAcademic Library&app=wcapi&id=OCPSB-
Bond University,ATBON,"University Dr, Gold Coast",Australia,http://www.worldcat.org/wcpa/oclc/860511283?page=frame&url=https%3A%2F%2Fapac-tc.hosted.exlibrisgroup.com%2Fprimo-explore%2Fsearch%3Fvid%3DBOND%26lang%3Den_US%26sortby%3Drank%26checksum%3Def3c5f536bce42b5814ec1ba3e8a3c08&title=Bond+University&linktype=opac&detail=ATBON%3ABond+University%3AAcademic Library&app=wcapi&id=OCPSB-
Catholic Theological College,ATCCC,"278 Victoria Parade, East Melbourne",Australia,http://www.worldcat.org/wcpa/oclc/606436640?page=frame&url=https%3A%2F%2Fcccv.ent.sirsi.net%2Fclient%2Fen_GB%2Fmannix%2Fsearch%2Fresults%3Fqu%3D0939512939%26checksum%3D9ebe7f82bb3ea6e9cd793525bc030f4a&title=Catholic+Theological+College&linktype=opac&detail=ATCCC%3ACatholic+Theological+College%3AAcademic Library&app=wcapi&id=OCPSB-
Charles Sturt University Library,ATCHA,"Leeds Parade, Orange, AU-NS",Australia,http://www.worldcat.org/wcpa/oclc/475369037?page=frame&url=http%3A%2F%2Fbonza.unilinc.edu.au%2FF%2F%3Ffunc%3Dfind-b%26find_code%3DISBN%26request%3D1929280408%26checksum%3Dc8c3da0f9eb79d706ddfb3c751c80f28&title=Charles+Sturt+University+Library&linktype=opac&detail=ATCHA%3ACharles+Sturt+University+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Canterbury City Council Library,ATCML,"14-28 Amy St, Campsie, AU-NS",Australia,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=http%3A%2F%2Fwww3.canterbury.nsw.gov.au%2Flibero%2FWebOpac.cls%26checksum%3D998bf91305a516278051621cfaadf7f2&title=Canterbury+City+Council+Library&linktype=opac&detail=ATCML%3ACanterbury+City+Council+Library%3AGovernment Library (except State or National Library)&app=wcapi&id=OCPSB-
University of Western Sydney,ATHAW,"Locked Bag 1797, Penrith South Dc",Australia,http://www.worldcat.org/wcpa/oclc/606436640?page=frame&url=http%3A%2F%2Fvoyager.uws.edu.au%2Fcgi-bin%2FPwebrecon.cgi%3FBOOL1%3Dany%2Bof%2Bthese%26FLD1%3DISBN%2B%28ISBN%29%26DB%3Dlocal%26CNT%3D25%26SAB1%3D0939512939%26checksum%3D8292e7b4b4c4bedf11392ec0f375e578&title=University+of+Western+Sydney&linktype=opac&detail=ATHAW%3AUniversity+of+Western+Sydney%3AAcademic Library&app=wcapi&id=OCPSB-
Athens-Limestone Public Library,ATHEN,"603 S Jefferson St, Athens, AL",United States,http://www.worldcat.org/wcpa/oclc/903473479?page=frame&url=http%3A%2F%2Fcatalog.athenslimestone.lib.al.us%2Fpolaris%2FSearch%2Fsearchresults.aspx%3F%26type%3DKeyword%26by%3DISBN%26limit%3DTOM%253d*%26term%3D9780585336558%26checksum%3D9329e3890ebd03b6bd5976d19c7b150f&title=Athens-Limestone+Public+Library&linktype=opac&detail=ATHEN%3AAthens-Limestone+Public+Library%3APublic Library&app=wcapi&id=OCPSB-
Department of Justice and Attorney-General,ATJAG,"Po Box 149, Brisbane",Australia,
Liverpool City Library,ATLIV,"170 George St, Locked Bag 7170, Liverpool Nsw",Australia,http://www.worldcat.org/wcpa/oclc/964256751?page=frame&url=http%3A%2F%2Febranch.liverpool.nsw.gov.au%2F%26checksum%3D54303b62db35b76297c1753e9f94a3dd&title=Liverpool+City+Library&linktype=opac&detail=ATLIV%3ALiverpool+City+Library%3APublic Library&app=wcapi&id=OCPSB-
La Trobe University,ATLUW,"15 Mckay St, Wodonga",Australia,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2Flibrary.latrobe.edu.au%2Fsearch%7ES3%2F%26checksum%3D17846c83df38dff34564bc0dd4bac4f4&title=La+Trobe+University&linktype=opac&detail=ATLUW%3ALa+Trobe+University%3AAcademic Library&app=wcapi&id=OCPSB-
Methodist Ladies' College,ATMET,"207 Barkers Rd, Kew",Australia,http://www.worldcat.org/wcpa/oclc/257229496?page=frame&url=https%3A%2F%2Fmlc.on.worldcat.org%2Fisbn%2F9780203845400%26checksum%3D73cd698c2e1b5365b650ac8b860df8ea&title=Methodist+Ladies%27+College&linktype=opac&detail=ATMET%3AMethodist+Ladies%27+College%3ASchool Library&app=wcapi&id=OCPSB-
Moreland City Library,ATMOR,"Lock Bag 10, Moreland",Australia,http://www.worldcat.org/wcpa/oclc/259997054?page=frame&url=http%3A%2F%2Fmoreland.spydus.com%2F%26checksum%3Dda16346eb446cd70e690e4a298a02c7a&title=Moreland+City+Library&linktype=opac&detail=ATMOR%3AMoreland+City+Library%3APublic Library&app=wcapi&id=OCPSB-
Gosford City Library,ATNGC,"Po Box 21, Gosford",Australia,http://www.worldcat.org/wcpa/oclc/634577590?page=frame&url=http%3A%2F%2Fwebopac.gosford.nsw.gov.au%2Flibero%2FWebOpac.cls%26checksum%3D8c61cc3102253ec8cdc8bf606764deea&title=Gosford+City+Library&linktype=opac&detail=ATNGC%3AGosford+City+Library%3APublic Library&app=wcapi&id=OCPSB-
Japan Foundation Sydney Library,ATNJP,"Level 4, Central Park, 28 Broadway, Chippendale NSW",Australia,http://www.worldcat.org/wcpa/oclc/21035179?page=frame&url=http%3A%2F%2F165.228.146.45%2FJFWeb%2Fjadehttp.dll%3FNewWebOpac%26checksum%3D636411f1103af4e400eaa2618c5507d5&title=Japan+Foundation+Sydney+Library&linktype=opac&detail=ATNJP%3AJapan+Foundation+Sydney+Library%3AOther (Corporate or Special Library)&app=wcapi&id=OCPSB-
Ku-ring-gai Municipal Council Libraries,ATNKM,"799 Pacific Highway, Gordon",Australia,http://www.worldcat.org/wcpa/oclc/634577590?page=frame&url=http%3A%2F%2F203.34.0.71%2Fcgi-bin%2Fspydus.exe%2FENQ%2FOPAC%2FBIBENQ%3FENTRY1_NAME%3DSBN%26ENTRY1%3D9780241284469%26checksum%3D2a81105f8ccd2688d1a870bddd3fed03&title=Ku-ring-gai+Municipal+Council+Libraries&linktype=opac&detail=ATNKM%3AKu-ring-gai+Municipal+Council+Libraries%3AGovernment Library (except State or National Library)&app=wcapi&id=OCPSB-
Maitland City Council,ATNMC,"480 High Street, Maitland",Australia,http://www.worldcat.org/wcpa/oclc/21035179?page=frame&url=http%3A%2F%2Flibrary.maitland.nsw.gov.au%2FLibero%2FWebOpac.cls%26checksum%3D2f0faf2a780ac2e5d80118dfa0c39f85&title=Maitland+City+Council&linktype=opac&detail=ATNMC%3AMaitland+City+Council%3APublic Library&app=wcapi&id=OCPSB-
Macquarie University,ATNMQ,"Macquarie University Library, Macquarie University, AU-NS",Australia,http://www.worldcat.org/wcpa/oclc/493260870?page=frame&url=http%3A%2F%2Fmultisearch.mq.edu.au%2Fprimo_library%2Flibweb%2Faction%2Fsearch.do%3Fdscnt%3D1%26tab%3Dbooks_more%26vid%3DMQ%26mode%3DBasic%26checksum%3D106d0c1d4dbeaed728202fa244efc828&title=Macquarie+University&linktype=opac&detail=ATNMQ%3AMacquarie+University%3AAcademic Library&app=wcapi&id=OCPSB-
Newcastle Region Library,ATNPL,"Po Box 489, Newcastle",Australia,http://www.worldcat.org/wcpa/oclc/710010107?page=frame&url=http%3A%2F%2F203.12.150.204%2Fuhtbin%2Fcgisirsi.exe%2Fx%2F0%2F0%2F5%2F%3Fsearchdata1%3D0520025407%26checksum%3D42f0961b46860947cb463c30bb23ce2f&title=Newcastle+Region+Library&linktype=opac&detail=ATNPL%3ANewcastle+Region+Library%3AGovernment Library (except State or National Library)&app=wcapi&id=OCPSB-
Ryde City Council,ATNRY,"Locked Bag 2069, North Ryde",Australia,http://www.worldcat.org/wcpa/oclc/1014764689?page=frame&url=http%3A%2F%2Flibrary.ryde.nsw.gov.au%2F%26checksum%3Dd4be48665ff933230aebffdface34897&title=Ryde+City+Council&linktype=opac&detail=ATNRY%3ARyde+City+Council%3APublic Library&app=wcapi&id=OCPSB-
City of Sydney Library,ATNSP,"Gpo Box 1591, Sydney",Australia,http://www.worldcat.org/wcpa/oclc/832586171?page=frame&url=http%3A%2F%2Flibrary.cityofsydney.nsw.gov.au%2Fipac20%2Fipac.jsp%3Findex%3DISBN%26profile%3Dth%26term%3D0226206319%26checksum%3D1c6338bb04f662212c767f1a18ffda71&title=City+of+Sydney+Library&linktype=opac&detail=ATNSP%3ACity+of+Sydney+Library%3ALibrary Networks or Processing Center&app=wcapi&id=OCPSB-
Parliamentary Library,ATPAR,"Parliament House, Canberra",Australia,
Pittwater Library Service,ATPTT,"Park St, Mona Vale, AU-NS",Australia,http://www.worldcat.org/wcpa/oclc/634577590?page=frame&url=http%3A%2F%2Fpittwater.worldcat.org%2Fisbn%2F9780241284469%26checksum%3D792edb504c2504cbc60d8965b0b40354&title=Pittwater+Library+Service&linktype=opac&detail=ATPTT%3APittwater+Library+Service%3APublic Library&app=wcapi&id=OCPSB-
Queensland Art Gallery,ATQAR,"Po Box 3686, South Brisbane",Australia,http://www.worldcat.org/wcpa/oclc/915992418?page=frame&url=http%3A%2F%2Fqag.trimagiccc.com.au%2F%26checksum%3D6cc13a79a9f0f0e401f04e478c301ba3&title=Queensland+Art+Gallery&linktype=opac&detail=ATQAR%3AQueensland+Art+Gallery%3AGovernment Library (except State or National Library)&app=wcapi&id=OCPSB-
Griffith University Library,ATQGG,"Graham Jones Centre (G10), Parklands Drive, Southport, AU-QL",Australia,http://www.worldcat.org/wcpa/oclc/760394983?page=frame&url=http%3A%2F%2Flibrarycatalogue.griffith.edu.au%26checksum%3Dd521b5e34e4199afebab2424d703f334&title=Griffith+University+Library&linktype=opac&detail=ATQGG%3AGriffith+University+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Griffith University Library,ATQGN,"Willet Centre (N53), 170 Kessels Road, Nathan, AU-QL",Australia,http://www.worldcat.org/wcpa/oclc/469658733?page=frame&url=http%3A%2F%2Flibrarycatalogue.griffith.edu.au%2F%26checksum%3D691e7a7d9e031e6c18bab1e3e7f43804&title=Griffith+University+Library&linktype=opac&detail=ATQGN%3AGriffith+University+Library%3AAcademic Library&app=wcapi&id=OCPSB-
Griffith University Mount Gravatt Campus Library,ATQUM,"Messines Ridge Rd, Mt Gravatt",Australia,
Randwick City Library & Inform Service,ATRAN,"Locked Mail Bag No8, Maroubra",Australia,http://www.worldcat.org/wcpa/oclc/605277539?page=frame&url=http%3A%2F%2Flib.councilsonline.com.au%2Frandwick%2Fwebquery.dll%3Fv20%3D1%26v22%3D5A%26checksum%3Da245bce781d518366e3c1a75570bde6a&title=Randwick+City+Library+%26+Inform+Service&linktype=opac&detail=ATRAN%3ARandwick+City+Library+%26+Inform+Service%3APublic Library&app=wcapi&id=OCPSB-
